utt_id,seed,n_cands,mbr_idx,mbr_hyp
5543-27761-0040-2005,42,9,0,yes that s bad repeated agatheo with conviction terribly bad well
5543-27761-0041-2006,42,16,0,it s the truth i m saying remember my words agathehea went on with the same assurance and secrecy
5543-27761-0042-2007,42,6,1,it s the sheerst sign
5543-27761-0043-2008,42,1,0,the old woman had invented this sign quite suddenly herself and she was evidently very proud of it
5543-27761-0044-2009,42,5,3,madam madam she said quietly in a trembling voice
5543-27761-0045-2010,42,16,0,sorafimma alexandrovna gave a start
5543-27761-0046-2011,42,16,15,fdosia s face made her anxious
5543-27761-0047-2012,42,16,1,what is it fidosia she asked with great concern is there anything wrong with lulechka
5543-27761-0048-2013,42,16,0,no madam said fidulcia as she gesticulated with her hands to reassure her mistress and to make her sit down
5543-27761-0049-2014,42,16,6,b lutchka asleep may god be with her
5543-27761-0050-2015,42,16,4,only i d like to say something you see lilechka is always hiding herself that is not good
5543-27761-0051-2016,42,16,9,i can t tell you how bad it is said fidosia and her face expressed the most decided confidence
5543-27761-0052-2017,42,1,0,i understand nothing of what you are saying
5543-27761-0053-2018,42,16,2,you see madam it s a kind of omen explains spedosia abruptly in a shamefaced way
5543-27761-0054-2019,42,16,8,nonsense said serafima alexandrovna
5543-27761-0055-2020,42,16,12,who told you all this asked arafia alexandrovna in an austere low voice
5543-27761-0056-2021,42,16,1,nose exclaimed serafina alexandrovna in irritation as though she wished to protect herself somehow from this sudden anxiety
5543-27761-0057-2022,42,16,0,what nonsense as though lo luchk could die
5543-27761-0058-2023,42,10,0,she saw clearly that there could be no possible connection between a child s quite ordinary diversion in the continuation of the child s life
5543-27761-0059-2024,42,16,8,she made a special effort that evening to occupy her mind with other matters but her thoughts turned involuntarily to the fact that luletchka loved to hide herself
5543-27761-0060-2025,42,16,0,when lu luchka was still quite small and had learned to distinguish between her mother and her nurse she sometimes sitting in her nurse s arms made a sudden roguish grimace and hid her laughing face in the nurse s shoulder
5543-27761-0061-2026,42,1,0,then she would look out with a sly glance
5543-27761-0062-2027,42,16,5,though she reproached herself at once for this unfounded superstitious dread nevertheless she could not enter wholeheartedly into the sphere of lolechka s favourite game and she tried to divert lulechka s attention to something else
5543-27761-0063-2028,42,2,0,she eagerly complied with her mother s new wishes
5543-27761-0064-2029,42,16,5,sofima alexandrovna tried desperately to amuse lolechka
5543-27761-0065-2030,42,16,0,perhaps thought serafma alexandrovna she is not as strongly drawn to the world as other children who are attracted by many things
5543-27761-0066-2031,42,1,0,if this is so is it not a sign of organic weakness
5543-27761-0067-2032,42,16,10,sefia alexandrovna herself began the game once or twice though she played it with a heavy heart
5543-27761-0068-2033,42,1,0,she suffered as though committing an evil deed with full consciousness
5543-27761-0069-2034,42,16,2,it was a sad day for serafina alexandrovna
5543-27761-0070-2035,42,2,0,her mother covered her with a blue blanket
5543-27761-0071-2036,42,16,0,luutchka drew her sweet little hands from under the blanket and stretched them out to embrace her mother her mother bent down
5543-27761-0072-2037,42,1,0,she seemed so small and so frail under the blanket that covered her
5543-27761-0073-2038,42,16,0,srafya alexandrovna remained standing over luletchka s bed a long while and she kept looking at lulachka with tenderness and fear
5543-27761-0074-2039,42,16,0,i m a mother is it possible that i shouldn t be able to protect her she thought as she imagined the various ills that might befall olachka
5543-27761-0075-2040,42,1,0,she prayed long that night but the prayer did not relieve her sadness
5543-27761-0076-2041,42,16,0,several days passed lulechka caught cold
5543-27761-0077-2042,42,1,0,the fever came upon her at night
5543-27761-0078-2043,42,16,7,when serafimma alexandrovna awakened by fredoscia came to lalechka and saw her looking so hot so restless and so tormented she instantly recalled the evil omen and a hopeless despair took possession of her from the first moments
5543-27761-0079-2044,42,2,1,a doctor was called and every thing was done that is usual on such occasions but the inevitable happened
5543-27761-0080-2045,42,16,5,and iletchka grew feebler from hour to hour
5543-27761-0081-2046,42,16,3,nothing made her so unhappy as the reiterations of fidosia uttered between sobs she hid herself and hid herself arlalechka
5543-27761-0082-2047,42,16,11,fever was consuming lalechka and there were times when she lost consciousness and spoke in delirium
5543-27761-0083-2048,42,2,0,three days passed torturing like a nightmare
5543-27761-0084-2049,42,16,6,sofya alexandrovna hid her face behind the curtains near lulechka s bed how tragic
5543-27761-0085-2050,42,16,0,await mamochka whispered lulechka
5543-27761-0086-2051,42,16,14,momtchka s white face became blurred and everything grew dark before luletchka
5543-27761-0087-2052,42,2,0,she met her husband
5543-27761-0088-2053,42,16,1,sofina alexandrovna was standing by the coffin and looking dully at her dead child
5543-27761-0089-2054,42,16,1,sima my dear don t agitate yourself said sergey modstovitch in a whisper
5543-27761-0090-2055,42,1,0,you must resign yourself to your fate
5543-27761-0091-2056,42,16,14,she ll be up in a minute persisted sorafema alexandrovna her eyes fixed on the dead little girl
5543-27761-0092-2057,42,16,0,sergey modstovitch looked round him cautiously he was afraid of the unseemly and of the ridiculous
5543-27761-0093-2058,42,14,12,sema don t agitate yourself he repeated
5543-27761-0094-2059,42,1,0,he was confused and annoyed
5543-27761-0095-2060,42,1,0,her face seemed tranquil and her eyes were dry
5543-27761-0096-2061,42,16,0,she went into the nursery and began to walk round the room looking into those places where liletchka used to hide herself
5543-27761-0097-2062,42,16,11,she walked all about the room and bent now and then to look under the table or under the bed and kept on repeating cheerfully where s my little one where is my luletchka
5543-27761-0098-2063,42,15,14,after she had walked round the room once she began to make her question ne
5543-27761-0099-2064,42,16,0,fedoscia motionless with dejected face sat in a corner and looked frightened at her mistress then she suddenly burst out sobbing and she wailed loudly
5543-27761-0100-2065,42,16,1,she hid herself and hid herself our la lachgar ere angelic little soul
5543-27761-0101-2066,42,16,8,when she entered the parlour there were several people between her and luvtchka
5543-27761-0102-2067,42,16,0,there was an oppressive feeling of heaviness in serafya alexandrovna s head as she approached loletchka
5543-27761-0103-2068,42,16,0,wulatchka lay there still and pale and smiled pathetically
5543-27761-0104-2069,42,1,0,the little one did not reply
5543-27761-0105-2070,42,16,0,sefya alexandrovna stood up erect sighed in a lost way smiled and called loudly laletchka
5543-27761-0106-2071,42,16,1,lolechkos being carried out
3915-57461-0000-2072,42,3,0,we have succeeded in amassing two hundred ounces of silver enough i trust to erect a handsome bronze figure
3915-57461-0001-2073,42,8,0,to be sure it seems a shame yet if i could steal the money this priest is boasting about i could live at ease for the rest of my days and so he began casting about how best he might compass his purpose
